# OSU RCCL-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Size       Avg Latency(us)
1                     146.00
2                     142.51
4                     137.83
8                     133.99
16                    134.06
32                    132.87
64                    130.80
128                   130.92
256                   123.87
512                   124.14
1024                  124.58
2048                  125.59
4096                  128.65
8192                 4451.73
16384                5016.47
32768                 177.50
65536                 251.31
131072                379.11
262144                655.53
524288               1342.20
1048576              2530.58
