
# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      11.62
2                      12.17
4                      11.52
8                      11.74
16                     12.66
32                     16.88
64                     16.90
128                    20.41
256                    21.01
512                    26.32
1024                   42.12
2048                   42.65
4096                  157.01
8192                   93.13
16384                  97.46
32768                  92.36
65536                 102.01
131072                154.18
262144                307.23
524288                698.79
1048576              1337.45
