# OSU MPI All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      19.65
2                      19.60
4                      19.72
8                      20.95
16                     29.67
32                     30.18
64                     34.05
128                    34.55
256                    37.09
512                    55.01
1024                   57.00
2048                   58.76
4096                  113.98
8192                   98.73
16384                 128.26
32768                 122.57
65536                 291.26
131072                429.59
262144                949.45
524288               2215.33
1048576              4525.16
