# OSU MPI Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      24.89
8                      25.97
16                     25.29
32                     25.03
64                     25.22
128                    27.51
256                    38.85
512                    43.10
1024                   45.30
2048                   48.66
4096                   53.61
8192                  131.98
16384                  87.42
32768                 105.16
65536                 138.38
131072                193.48
262144                309.10
524288                426.77
1048576               892.11
