# OSU RCCL-ROCM Allreduce Latency Test v7.5.2
# Size       Avg Latency(us)
4                     197.93
8                     195.67
16                    195.22
32                    197.85
64                     69.11
128                    69.47
256                    72.08
512                    75.86
1024                   83.32
2048                   92.56
4096                   95.13
8192                   95.42
16384                 105.23
32768                 175.85
65536               17335.82
131072              15746.90
262144                261.81
524288                313.88
1048576               534.17
