# OSU MPI-ROCM Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      15.28
2                      14.81
4                      14.95
8                      18.21
16                     21.29
32                     21.55
64                     22.21
128                    23.86
256                    27.16
512                    32.01
1024                   46.23
2048                   63.93
4096                   90.11
8192                  135.73
16384                 234.98
32768                1284.00
65536                1405.17
131072               1586.09
262144               1935.39
524288               2581.59
1048576              3905.17
