# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      29.73
2                      29.96
4                      31.40
8                      41.97
16                     41.98
32                     46.35
64                     47.40
128                    60.45
256                    66.39
512                   104.36
1024                  187.98
2048                  315.57
4096                  231.13
8192                  182.62
16384                 209.96
32768                 221.41
65536                 507.01
131072                986.56
262144               1839.71
524288               3834.96
1048576              7600.95
