# OSU MPI-ROCM Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      27.30
2                      29.69
4                      32.25
8                      34.96
16                     38.12
32                     40.53
64                     41.99
128                    45.38
256                    56.64
512                    70.53
1024                   95.36
2048                  141.62
4096                  229.54
8192                  975.34
16384                4628.66
32768                4938.13
65536                5365.74
131072               6227.88
262144               7736.49
524288              10579.54
1048576             16440.14
