# OSU RCCL-ROCM Allgather Latency Test v7.5.2
# Size       Avg Latency(us)
1                     111.85
2                      96.63
4                      96.66
8                      97.08
16                     97.02
32                     97.10
64                     97.68
128                    98.87
256                    99.55
512                   101.82
1024                  106.36
2048                  116.31
4096                  195.82
8192                  324.49
16384                 390.95
32768                 635.63
65536               70808.41
131072               8096.30
262144               2515.12
524288                887.73
1048576              1052.70
