# OSU MPI-CUDA All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      29.20
2                      28.31
4                      28.31
8                      28.26
16                     28.40
32                     28.66
64                     28.77
128                    29.33
256                    30.19
512                    31.31
1024                   31.99
2048                   32.22
4096                   33.13
8192                   38.93
16384                  43.50
32768                  44.73
65536                  53.11
131072                 37.81
262144                 55.07
524288                106.66
1048576               156.78
