# OSU MPI-CUDA All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                    1266.54
2                    1265.04
4                    1256.54
8                    1257.54
16                   1259.15
32                   1263.49
64                   1267.66
128                  1273.44
256                  1303.15
512                  1319.24
1024                  934.89
2048                  985.65
4096                 1018.25
8192                 1040.93
16384                1078.82
32768                1187.42
65536                2447.75
131072              16432.91
262144               2658.61
524288               3648.14
1048576              5919.25
