# OSU MPI-CUDA Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     116.25
2                     114.45
4                     116.17
8                     117.08
16                    119.41
32                    121.93
64                    124.03
128                   133.96
256                   143.84
512                   154.35
1024                  170.37
2048                  191.23
4096                  221.76
8192                  282.89
16384                 560.30
32768                 917.12
65536                1840.12
131072               4079.55
262144               8723.08
524288              85048.25
1048576            164801.69
