# OSU MPI-CUDA All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                    1258.58
2                    1254.93
4                    1268.29
8                    1257.18
16                   1258.02
32                   1259.34
64                   1263.22
128                  1267.10
256                  1292.18
512                  1313.61
1024                  935.63
2048                  967.20
4096                  977.05
8192                 1005.71
16384                1039.90
32768                1137.39
65536                2225.63
131072              14388.33
262144               3415.47
524288               5188.37
1048576             11783.72
