# OSU MPI-ROCM Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                     138.10
8                      66.45
16                     91.25
32                     95.75
64                     93.62
128                   100.00
256                    95.69
512                    96.50
1024                   97.76
2048                  100.07
4096                  136.98
8192                  114.77
16384                 142.11
32768                 167.17
65536                 201.43
131072                337.70
262144                602.66
524288               1118.05
1048576              2215.31
