# OSU MPI-ROCM Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      61.25
2                      58.01
4                      57.36
8                      57.69
16                     57.98
32                     58.62
64                     59.21
128                    61.64
256                    68.71
512                    72.75
1024                   76.83
2048                   99.69
4096                  124.57
8192                  180.02
16384                 237.86
32768                 407.87
65536                 742.18
131072               1405.54
262144               2623.50
524288               5165.62
1048576             10397.66
