# OSU RCCL-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Size       Avg Latency(us)
1                     643.48
2                     592.68
4                     594.23
8                     592.18
16                    593.30
32                    594.60
64                    595.05
128                   597.93
256                   566.14
512                  1914.55
1024                  604.18
2048                  618.00
4096                  649.91
8192                11341.48
16384                2054.08
32768                2100.12
65536                3947.15
131072               3980.03
262144              26166.82
524288              37387.48
1048576             15449.25
