# OSU MPI Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      17.80
8                      17.75
16                     17.75
32                     17.71
64                     17.83
128                    20.52
256                    25.46
512                    30.89
1024                   33.13
2048                   35.74
4096                   40.27
8192                   50.99
16384                  65.32
32768                  79.51
65536                 100.07
131072                140.37
262144                220.94
524288                599.70
1048576              4382.95
