
# OSU MPI All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     126.05
2                     126.22
4                     136.89
8                     141.26
16                    147.75
32                    199.59
64                    361.76
128                   193.97
256                   413.38
512                   791.45
1024                  847.46
2048                  916.34
4096                  994.42
8192                 1220.48
16384                1709.12
32768                2166.90
65536                4276.05
131072              10858.87
262144              20407.25
524288              41130.34
1048576             82777.35
