# Collective test starting: all_reduce_perf
# nThread 1 nGpus 1 minBytes 1 maxBytes 134217728 step: 2(factor) warmup iters: 5 iters: 20 agg iters: 1 validation: 1 graph: 0
#
rccl-tests: Version develop_deprecated:40b1b17
#  Rank 51 Group  0 Pid  16591 on  nid005797 device  0 [0000:ce:00] AMD Instinct MI250X
#  Rank 52 Group  0 Pid  16593 on  nid005797 device  0 [0000:d9:00] AMD Instinct MI250X
#  Rank 53 Group  0 Pid  16601 on  nid005797 device  0 [0000:de:00] AMD Instinct MI250X
#  Rank 54 Group  0 Pid  16589 on  nid005797 device  0 [0000:c1:00] AMD Instinct MI250X
#  Rank 55 Group  0 Pid  16598 on  nid005797 device  0 [0000:c6:00] AMD Instinct MI250X
#  Rank 56 Group  0 Pid  42693 on  nid005885 device  0 [0000:d1:00] AMD Instinct MI250X
#  Rank 57 Group  0 Pid  42694 on  nid005885 device  0 [0000:d6:00] AMD Instinct MI250X
#  Rank 58 Group  0 Pid  42695 on  nid005885 device  0 [0000:c9:00] AMD Instinct MI250X
#  Rank 59 Group  0 Pid  42697 on  nid005885 device  0 [0000:ce:00] AMD Instinct MI250X
#  Rank 60 Group  0 Pid  42696 on  nid005885 device  0 [0000:d9:00] AMD Instinct MI250X
#  Rank 61 Group  0 Pid  42701 on  nid005885 device  0 [0000:de:00] AMD Instinct MI250X
#  Rank 62 Group  0 Pid  42699 on  nid005885 device  0 [0000:c1:00] AMD Instinct MI250X
#  Rank 63 Group  0 Pid  42705 on  nid005885 device  0 [0000:c6:00] AMD Instinct MI250X
#  Rank 64 Group  0 Pid  88257 on  nid005894 device  0 [0000:d1:00] AMD Instinct MI250X
#  Rank 65 Group  0 Pid  88259 on  nid005894 device  0 [0000:d6:00] AMD Instinct MI250X
#  Rank 66 Group  0 Pid  88258 on  nid005894 device  0 [0000:c9:00] AMD Instinct MI250X
#  Rank 67 Group  0 Pid  88261 on  nid005894 device  0 [0000:ce:00] AMD Instinct MI250X
#  Rank 68 Group  0 Pid  88260 on  nid005894 device  0 [0000:d9:00] AMD Instinct MI250X
#  Rank 69 Group  0 Pid  88268 on  nid005894 device  0 [0000:de:00] AMD Instinct MI250X
#  Rank 70 Group  0 Pid  88262 on  nid005894 device  0 [0000:c1:00] AMD Instinct MI250X
#  Rank 71 Group  0 Pid  88271 on  nid005894 device  0 [0000:c6:00] AMD Instinct MI250X
#  Rank 72 Group  0 Pid  19620 on  nid005902 device  0 [0000:d1:00] AMD Instinct MI250X
#  Rank 73 Group  0 Pid  19621 on  nid005902 device  0 [0000:d6:00] AMD Instinct MI250X
#  Rank 74 Group  0 Pid  19622 on  nid005902 device  0 [0000:c9:00] AMD Instinct MI250X
#  Rank 75 Group  0 Pid  19624 on  nid005902 device  0 [0000:ce:00] AMD Instinct MI250X
#  Rank 76 Group  0 Pid  19623 on  nid005902 device  0 [0000:d9:00] AMD Instinct MI250X
#  Rank 77 Group  0 Pid  19625 on  nid005902 device  0 [0000:de:00] AMD Instinct MI250X
#  Rank 78 Group  0 Pid  19631 on  nid005902 device  0 [0000:c1:00] AMD Instinct MI250X
#  Rank 79 Group  0 Pid  19634 on  nid005902 device  0 [0000:c6:00] AMD Instinct MI250X
#  Rank 80 Group  0 Pid 125553 on  nid005915 device  0 [0000:d1:00] AMD Instinct MI250X
#  Rank 81 Group  0 Pid 125554 on  nid005915 device  0 [0000:d6:00] AMD Instinct MI250X
#  Rank 82 Group  0 Pid 125555 on  nid005915 device  0 [0000:c9:00] AMD Instinct MI250X
#  Rank 83 Group  0 Pid 125557 on  nid005915 device  0 [0000:ce:00] AMD Instinct MI250X
#  Rank 84 Group  0 Pid 125556 on  nid005915 device  0 [0000:d9:00] AMD Instinct MI250X
#  Rank 85 Group  0 Pid 125558 on  nid005915 device  0 [0000:de:00] AMD Instinct MI250X
#  Rank 86 Group  0 Pid 125565 on  nid005915 device  0 [0000:c1:00] AMD Instinct MI250X
#  Rank 87 Group  0 Pid 125562 on  nid005915 device  0 [0000:c6:00] AMD Instinct MI250X
#  Rank 88 Group  0 Pid  38706 on  nid005919 device  0 [0000:d1:00] AMD Instinct MI250X
#  Rank 89 Group  0 Pid  38707 on  nid005919 device  0 [0000:d6:00] AMD Instinct MI250X
#  Rank 90 Group  0 Pid  38708 on  nid005919 device  0 [0000:c9:00] AMD Instinct MI250X
#  Rank 91 Group  0 Pid  38717 on  nid005919 device  0 [0000:ce:00] AMD Instinct MI250X
#  Rank 92 Group  0 Pid  38709 on  nid005919 device  0 [0000:d9:00] AMD Instinct MI250X
#  Rank 93 Group  0 Pid  38711 on  nid005919 device  0 [0000:de:00] AMD Instinct MI250X
#  Rank 94 Group  0 Pid  38710 on  nid005919 device  0 [0000:c1:00] AMD Instinct MI250X
#  Rank 95 Group  0 Pid  38720 on  nid005919 device  0 [0000:c6:00] AMD Instinct MI250X
#  Rank 96 Group  0 Pid   2070 on  nid005945 device  0 [0000:d1:00] AMD Instinct MI250X
#  Rank 97 Group  0 Pid   2072 on  nid005945 device  0 [0000:d6:00] AMD Instinct MI250X
#  Rank 98 Group  0 Pid   2071 on  nid005945 device  0 [0000:c9:00] AMD Instinct MI250X
#  Rank 99 Group  0 Pid   2073 on  nid005945 device  0 [0000:ce:00] AMD Instinct MI250X
#  Rank 100 Group  0 Pid   2074 on  nid005945 device  0 [0000:d9:00] AMD Instinct MI250X
#  Rank 101 Group  0 Pid   2076 on  nid005945 device  0 [0000:de:00] AMD Instinct MI250X
#  Rank 102 Group  0 Pid   2079 on  nid005945 device  0 [0000:c1:00] AMD Instinct MI250X
#  Rank 103 Group  0 Pid   2083 on  nid005945 device  0 [0000:c6:00] AMD Instinct MI250X
#  Rank 104 Group  0 Pid  29158 on  nid005959 device  0 [0000:d1:00] AMD Instinct MI250X
#  Rank 105 Group  0 Pid  29157 on  nid005959 device  0 [0000:d6:00] AMD Instinct MI250X
#  Rank 106 Group  0 Pid  29159 on  nid005959 device  0 [0000:c9:00] AMD Instinct MI250X
#  Rank 107 Group  0 Pid  29162 on  nid005959 device  0 [0000:ce:00] AMD Instinct MI250X
#  Rank 108 Group  0 Pid  29160 on  nid005959 device  0 [0000:d9:00] AMD Instinct MI250X
#  Rank 109 Group  0 Pid  29161 on  nid005959 device  0 [0000:de:00] AMD Instinct MI250X
#  Rank 110 Group  0 Pid  29177 on  nid005959 device  0 [0000:c1:00] AMD Instinct MI250X
#  Rank 111 Group  0 Pid  29176 on  nid005959 device  0 [0000:c6:00] AMD Instinct MI250X
#  Rank 112 Group  0 Pid 100922 on  nid005971 device  0 [0000:d1:00] AMD Instinct MI250X
#  Rank 113 Group  0 Pid 100924 on  nid005971 device  0 [0000:d6:00] AMD Instinct MI250X
#  Rank 114 Group  0 Pid 100923 on  nid005971 device  0 [0000:c9:00] AMD Instinct MI250X
#  Rank 115 Group  0 Pid 100925 on  nid005971 device  0 [0000:ce:00] AMD Instinct MI250X
#  Rank 116 Group  0 Pid 100926 on  nid005971 device  0 [0000:d9:00] AMD Instinct MI250X
#  Rank 117 Group  0 Pid 100928 on  nid005971 device  0 [0000:de:00] AMD Instinct MI250X
#  Rank 118 Group  0 Pid 100931 on  nid005971 device  0 [0000:c1:00] AMD Instinct MI250X
#  Rank 119 Group  0 Pid 100934 on  nid005971 device  0 [0000:c6:00] AMD Instinct MI250X
#  Rank 120 Group  0 Pid  24308 on  nid005977 device  0 [0000:d1:00] AMD Instinct MI250X
#  Rank 121 Group  0 Pid  24310 on  nid005977 device  0 [0000:d6:00] AMD Instinct MI250X
