# OSU MPI Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      38.87
8                      39.65
16                     39.66
32                     40.36
64                     39.98
128                    66.60
256                    69.81
512                    71.47
1024                   74.39
2048                   78.29
4096                   83.48
8192                  112.79
16384                 124.24
32768                 152.22
65536                 210.82
131072                379.80
262144                718.19
524288               1435.65
1048576              2379.62
