# OSU MPI-ROCM Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                       8.84
8                       8.96
16                      8.89
32                      9.14
64                      9.29
128                     9.83
256                    11.51
512                    11.67
1024                   12.13
2048                   18.89
4096                   14.42
8192                   26.04
16384                  38.00
32768                  51.81
65536                  85.05
131072                122.43
262144                194.28
524288                326.64
1048576               591.90
