# OSU RCCL-ROCM Allreduce Latency Test v7.5.2
# Size       Avg Latency(us)
4                     215.94
8                     215.96
16                    200.29
32                    199.98
64                     89.49
128                    91.48
256                    95.35
512                   101.97
1024                  109.79
2048                  124.24
4096                  132.08
8192                  252.50
16384                 278.02
32768                 278.13
65536                 291.23
131072                353.57
262144                378.71
524288                425.83
1048576               542.23
