# OSU MPI All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       9.40
2                       9.31
4                       9.30
8                       9.39
16                      9.28
32                      9.36
64                      9.27
128                     9.27
256                    10.35
512                    10.28
1024                   10.48
2048                   10.77
4096                   11.28
8192                   16.28
16384                  23.20
32768                  36.84
65536                  63.60
131072                118.56
262144                237.97
524288                497.76
1048576               997.24
