# OSU MPI Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      16.43
8                      17.04
16                     17.04
32                     17.57
64                     17.15
128                    20.55
256                    22.73
512                    23.01
1024                   23.77
2048                   25.28
4096                   28.93
8192                   44.57
16384                  53.21
32768                  66.25
65536                 140.36
131072                224.06
262144                399.99
524288                760.69
1048576              1387.46
