# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      19.68
2                      19.62
4                      19.82
8                      21.29
16                     25.68
32                     25.80
64                     26.63
128                    28.32
256                    30.49
512                    33.23
1024                   33.48
2048                   33.51
4096                   34.35
8192                   47.36
16384                  72.34
32768                 125.98
65536                 262.55
131072                608.05
262144               1151.90
524288               2428.37
1048576              5170.57
