# OSU MPI-ROCM Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      31.55
8                      32.01
16                     32.11
32                     33.19
64                     48.84
128                    53.16
256                    56.96
512                    59.86
1024                   88.39
2048                   76.19
4096                   77.59
8192                  103.78
16384                 120.11
32768                 144.91
65536                 205.28
131072                323.94
262144                566.16
524288               1023.29
1048576              1942.24
