# OSU RCCL-ROCM Allgather Latency Test v7.5.2
# Size       Avg Latency(us)
1                      38.16
2                      37.86
4                      37.83
8                      38.01
16                     38.02
32                     38.37
64                     38.33
128                    38.36
256                    38.42
512                    38.41
1024                   39.09
2048                   41.95
4096                   42.36
8192                   43.24
16384                  44.46
32768                  45.02
65536                  67.05
131072                 70.06
262144                 76.00
524288                 90.59
1048576               120.96
