# OSU MPI-ROCM Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      11.89
2                      12.43
4                      12.74
8                      13.26
16                     14.49
32                     15.07
64                     16.21
128                    17.88
256                    26.96
512                    34.32
1024                   56.41
2048                   85.54
4096                  139.11
8192                  243.51
16384                 446.84
32768                 879.66
65536                2229.36
131072               4463.01
262144               8581.32
524288              16824.01
1048576             35380.54
