# OSU MPI All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      14.13
2                      13.92
4                      13.11
8                      13.40
16                     15.20
32                     15.93
64                     15.77
128                    16.22
256                    20.84
512                    17.97
1024                   20.12
2048                   20.10
4096                   24.37
8192                   31.72
16384                  42.21
32768                  64.35
65536                 109.55
131072                207.35
262144                381.38
524288                748.74
1048576              1499.50
