# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      17.60
2                      17.39
4                      15.22
8                      15.26
16                     16.36
32                     19.79
64                     20.04
128                    20.66
256                    22.01
512                    17.88
1024                   17.95
2048                   18.29
4096                   18.90
8192                   25.93
16384                  37.25
32768                  61.11
65536                 109.21
131072                221.36
262144                444.74
524288                925.90
1048576              1883.50
