# OSU RCCL-ROCM Allgather Latency Test v7.5.2
# Size       Avg Latency(us)
1                     168.96
2                     169.33
4                     169.12
8                     169.78
16                    170.54
32                    170.72
64                    172.21
128                   173.96
256                   175.38
512                   180.84
1024                  196.21
2048                  897.10
4096                  941.61
8192                  996.97
16384                1095.56
32768                 948.98
65536                 972.51
131072                989.31
262144               1118.28
524288               1409.35
1048576              2773.69
