# OSU RCCL-ROCM Allgather Latency Test v7.5.2
# Size       Avg Latency(us)
1                     616.02
2                     617.36
4                     627.87
8                     621.79
16                    619.22
32                    619.99
64                    625.38
128                   632.77
256                   635.52
512                  3589.60
1024                  737.47
2048                  875.16
4096                 3743.42
8192                 4120.44
16384                4529.16
32768                3769.35
65536                3827.25
131072               3937.85
262144               4456.65
524288               5663.31
1048576             11242.18
