# OSU MPI-ROCM Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      16.68
8                      16.63
16                     23.32
32                     22.97
64                     24.20
128                    25.36
256                    27.52
512                    28.64
1024                   29.33
2048                   31.02
4096                   47.50
8192                   51.28
16384                  76.55
32768                 118.27
65536                 175.53
131072                309.94
262144                617.37
524288               1217.15
1048576              2398.48
