# OSU MPI All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      18.86
2                      19.01
4                      19.23
8                      20.70
16                     24.93
32                     25.18
64                     25.72
128                    27.45
256                    29.16
512                    33.63
1024                   34.17
2048                   34.38
4096                   35.77
8192                   52.75
16384                  81.84
32768                 141.35
65536                 292.91
131072                647.54
262144               1281.97
524288               2764.78
1048576              6311.05
