# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      79.40
2                      80.44
4                      90.39
8                      87.17
16                     93.96
32                    184.91
64                    215.21
128                   268.57
256                   365.10
512                   591.77
1024                  610.63
2048                  655.73
4096                  719.72
8192                  927.85
16384                1167.74
32768                2070.53
65536                4200.95
131072               8800.88
262144              19888.02
524288              32104.08
1048576             57489.99
