# OSU MPI-ROCM Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       2.94
2                       3.24
4                       3.10
8                       2.98
16                      3.19
32                      3.43
64                      3.88
128                     4.19
256                     4.72
512                     5.02
1024                    5.79
2048                    8.14
4096                   12.50
8192                   19.59
16384                  33.02
32768                  60.29
65536                 111.19
131072                212.44
262144                418.26
524288                826.31
1048576              1635.91
