# OSU MPI-ROCM Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      24.53
2                      25.11
4                      26.55
8                      28.43
16                     30.44
32                     33.25
64                     45.21
128                    56.01
256                    59.70
512                    70.21
1024                   88.24
2048                  118.41
4096                  167.11
8192                  247.85
16384                 409.87
32768                 747.88
65536                1394.23
131072               2711.51
262144               5453.53
524288              10785.66
1048576             21445.53
