# OSU MPI-ROCM Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      24.24
2                      24.54
4                      25.54
8                      27.34
16                     29.14
32                     31.39
64                     34.15
128                    39.33
256                    43.59
512                    47.89
1024                   61.07
2048                   82.43
4096                  125.15
8192                  208.65
16384                 378.63
32768                 708.85
65536                1391.72
131072               2748.86
262144               5445.91
524288              10976.47
1048576             21823.99
