# OSU RCCL-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Size       Avg Latency(us)
1                     899.05
2                     888.26
4                     892.42
8                     893.33
16                    893.08
32                    891.96
64                    896.10
128                   901.35
256                  1000.01
512                  1206.16
1024                  903.62
2048                  959.78
4096                  957.42
8192                 1041.49
16384                1090.55
32768                1193.17
65536                1634.77
131072               2174.74
262144               3475.47
524288               7204.70
1048576             15031.33
