# OSU MPI Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       3.04
2                       3.11
4                       3.01
8                       3.01
16                      3.18
32                      3.47
64                      4.00
128                     4.24
256                     4.60
512                     4.88
1024                    5.78
2048                    7.58
4096                   10.42
8192                   15.41
16384                  30.90
32768                  53.09
65536                 114.46
131072                207.17
262144                412.31
524288                817.48
1048576              1657.25
