# OSU MPI-ROCM Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      27.83
2                      29.18
4                      30.95
8                      32.38
16                     34.58
32                     38.06
64                     43.36
128                    48.41
256                    51.92
512                    65.52
1024                   87.11
2048                  126.25
4096                  203.56
8192                  354.78
16384                 661.28
32768                1285.41
65536                2535.17
131072               5040.31
262144              10044.99
524288              19916.90
1048576             39837.40
