# OSU MPI Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      17.19
2                      17.27
4                      16.62
8                      17.01
16                     19.03
32                     20.26
64                     21.02
128                    22.12
256                    29.20
512                    43.05
1024                   44.38
2048                   47.90
4096                   67.05
8192                  100.38
16384                 139.58
32768                 215.20
65536                 368.90
131072                672.30
262144               1284.31
524288               2498.41
1048576              4876.28
