# OSU MPI Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      31.33
8                      32.21
16                     32.26
32                     33.20
64                     46.57
128                    50.64
256                    53.88
512                    55.89
1024                   58.16
2048                   61.19
4096                   66.42
8192                   86.67
16384                 101.32
32768                 127.53
65536                 183.25
131072                288.53
262144                547.34
524288               1188.07
1048576              1868.12
