# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      14.32
2                      14.33
4                      13.44
8                      13.55
16                     15.29
32                     15.58
64                     15.91
128                    16.40
256                    21.18
512                    18.02
1024                   19.85
2048                   19.75
4096                   24.40
8192                   43.87
16384                  63.81
32768                  99.79
65536                 174.79
131072                330.42
262144                642.94
524288               1264.00
1048576              2673.10
