# OSU RCCL-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Size       Avg Latency(us)
1                      89.54
2                      89.23
4                      89.51
8                      89.68
16                     89.52
32                     89.77
64                     90.16
128                    90.74
256                    90.09
512                    90.27
1024                   90.81
2048                   92.83
4096                   97.88
8192                  108.36
16384                 124.55
32768                 123.67
65536                 154.88
131072                212.19
262144                326.95
524288                562.73
1048576              1069.60
