# OSU MPI-ROCM Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      42.77
2                      45.16
4                      48.29
8                      58.71
16                     68.87
32                     80.57
64                    219.81
128                   254.31
256                   311.48
512                   529.10
1024                  619.06
2048                  769.84
4096                 1039.38
8192                 2109.97
16384                3165.11
32768                5388.29
65536                9691.21
131072              18315.69
262144              35466.02
524288              69783.67
1048576            138599.92
