# OSU MPI All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      18.09
2                      18.10
4                      18.12
8                      19.63
16                     24.42
32                     24.60
64                     32.42
128                    27.12
256                    29.36
512                    27.97
1024                   28.77
2048                   31.88
4096                   37.41
8192                   61.46
16384                  90.19
32768                 152.13
65536                 274.11
131072                517.48
262144               1105.37
524288               2571.20
1048576              5611.24
