# OSU MPI Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      20.49
8                      21.28
16                     27.32
32                     27.67
64                     27.27
128                    30.78
256                    33.12
512                    34.26
1024                   35.33
2048                   36.79
4096                   40.64
8192                   54.31
16384                  68.03
32768                  87.75
65536                 128.91
131072                207.66
262144                364.25
524288                703.18
1048576              1386.26
