# OSU MPI All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      17.48
2                      17.46
4                      14.89
8                      14.90
16                     16.14
32                     19.45
64                     19.82
128                    20.21
256                    21.32
512                    18.15
1024                   18.31
2048                   18.46
4096                   19.22
8192                   28.21
16384                  42.70
32768                  69.98
65536                 126.22
131072                247.15
262144                512.37
524288               1093.24
1048576              2339.48
