# OSU MPI Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      41.90
2                      44.29
4                      47.22
8                      57.75
16                     67.46
32                     78.76
64                    203.68
128                   223.72
256                   254.18
512                   520.67
1024                  615.02
2048                  769.75
4096                 1043.91
8192                 2112.04
16384                3172.50
32768                5357.93
65536                9884.74
131072              19245.81
262144              37562.46
524288              74663.20
1048576            149619.96
