# OSU MPI-ROCM Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      11.50
8                      11.54
16                     11.59
32                     11.70
64                     12.85
128                    14.95
256                    14.96
512                    15.35
1024                   16.27
2048                   17.91
4096                   21.44
8192                   44.95
16384                  56.46
32768                  85.43
65536                 202.95
131072                375.45
262144                732.88
524288               1440.02
1048576              2841.85
