# OSU MPI-ROCM Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      40.67
8                      41.15
16                     41.46
32                     42.72
64                     41.40
128                    69.54
256                    72.09
512                    73.84
1024                   77.62
2048                   81.48
4096                   87.31
8192                  110.47
16384                 125.07
32768                 149.79
65536                 208.86
131072                419.52
262144                660.17
524288               1425.86
1048576              2258.41
