# OSU MPI Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      20.01
2                      19.43
4                      19.72
8                      21.46
16                     23.40
32                     24.63
64                     25.75
128                    39.40
256                    41.69
512                    50.62
1024                   51.70
2048                   68.93
4096                  101.65
8192                  151.66
16384                 230.46
32768                 387.64
65536                 699.41
131072               1325.14
262144               2570.74
524288               5161.47
1048576             10383.77
