# OSU RCCL-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Size       Avg Latency(us)
1                    3851.32
2                    3849.45
4                    3875.67
8                    3874.09
16                   3869.94
32                   3869.38
64                   4857.81
128                  3902.71
256                  3881.96
512                  3886.82
1024                 3904.01
2048                 3979.40
4096                 4098.51
8192                 4557.05
16384                4709.97
32768                5487.63
65536                7763.78
131072              10380.13
262144              17892.67
524288              82350.78
1048576            148953.06
