# OSU MPI All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      32.05
2                      33.96
4                      44.40
8                      44.98
16                     54.80
32                     48.60
64                     51.30
128                    95.99
256                   110.65
512                   183.82
1024                  133.99
2048                  147.84
4096                  167.12
8192                  218.69
16384                 342.49
32768                 608.33
65536                1149.05
131072               2357.84
262144               5532.89
524288               9873.35
1048576             19403.17
