# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      31.57
2                      31.79
4                      34.44
8                      34.56
16                     35.37
32                     39.43
64                     41.44
128                    41.28
256                   102.35
512                   121.29
1024                   67.92
2048                   75.77
4096                   85.94
8192                  121.00
16384                 187.65
32768                 333.62
65536                 616.12
131072               1253.56
262144               2977.80
524288               5111.08
1048576              8695.01
