# OSU MPI All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      78.48
2                      78.99
4                      89.05
8                      85.33
16                     91.30
32                    182.46
64                    216.63
128                   261.45
256                   439.48
512                   601.10
1024                  634.10
2048                  696.84
4096                  773.24
8192                  992.19
16384                1461.12
32768                2626.03
65536                5839.12
131072              12301.70
262144              24214.68
524288              40415.25
1048576             77821.49
