# OSU MPI-ROCM Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      36.26
8                      36.35
16                     36.45
32                     37.41
64                     38.72
128                    68.12
256                    70.27
512                    71.63
1024                   73.82
2048                  116.97
4096                   84.13
8192                  124.37
16384                 154.98
32768                 210.94
65536                 311.98
131072                504.52
262144                953.95
524288               1841.88
1048576              3603.33
