# OSU RCCL-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Size       Avg Latency(us)
1                      35.59
2                      35.58
4                      32.24
8                      31.76
16                     31.68
32                     31.84
64                     31.84
128                    32.06
256                    32.21
512                    36.83
1024                   32.32
2048                   33.14
4096                   34.76
8192                   37.05
16384                  43.97
32768                  50.19
65536                  50.57
131072                 56.23
262144                 72.94
524288                103.73
1048576               171.90
