# OSU MPI Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      41.00
2                      43.51
4                      46.44
8                      51.18
16                     58.20
32                     65.43
64                    288.78
128                   235.10
256                   236.20
512                   375.52
1024                  460.48
2048                  621.38
4096                  909.24
8192                 1966.39
16384                3090.80
32768                5402.14
65536               10202.61
131072              19860.85
262144              39134.62
524288              77767.64
1048576            156073.35
