# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      76.93
2                      77.27
4                      86.79
8                      83.76
16                     90.67
32                    184.20
64                    211.33
128                   257.82
256                   386.72
512                   695.73
1024                  720.53
2048                  765.63
4096                  836.62
8192                  961.15
16384                1201.10
32768                2164.18
65536                4611.75
131072              10797.83
262144              21290.69
524288              34171.99
1048576             59874.37
