# OSU MPI All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      13.89
2                      13.82
4                      14.02
8                      13.94
16                     15.19
32                     18.78
64                     19.11
128                    27.53
256                    20.92
512                    14.89
1024                   15.32
2048                   16.39
4096                   18.83
8192                   33.48
16384                  47.62
32768                  75.72
65536                 134.00
131072                252.20
262144                505.58
524288               1111.09
1048576              2328.45
