# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      55.42
2                      55.96
4                      56.76
8                      63.44
16                     61.86
32                     66.53
64                    150.13
128                   176.14
256                   215.46
512                   310.79
1024                  340.66
2048                  365.27
4096                  400.52
8192                  471.01
16384                 644.70
32768                4846.57
65536                5588.95
131072               7305.68
262144              10864.27
524288              17609.72
1048576             29158.97
