# OSU MPI-ROCM Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      18.07
8                      18.41
16                     18.52
32                     19.05
64                     18.64
128                    21.85
256                    25.07
512                    25.61
1024                   26.61
2048                   42.20
4096                   36.00
8192                   79.39
16384                  85.94
32768                 105.12
65536                 215.05
131072                368.63
262144                673.44
524288               1281.11
1048576              2493.57
